"Time","Motor"
2024-08-19 12:02:42,93 °C
2024-08-19 12:02:47,93 °C
2024-08-19 12:02:48,93 °C
2024-08-19 12:02:53,93 °C
2024-08-19 12:02:54,93 °C
2024-08-19 12:02:56,93 °C
2024-08-19 12:02:57,93 °C
2024-08-19 12:03:01,93 °C
2024-08-19 12:03:03,93 °C
2024-08-19 12:03:04,93 °C
2024-08-19 12:03:06,93 °C
2024-08-19 12:03:07,93 °C
2024-08-19 12:03:08,93 °C
2024-08-19 12:03:11,93 °C
2024-08-19 12:03:13,93 °C
2024-08-19 12:03:16,93 °C
2024-08-19 12:03:18,93 °C
2024-08-19 12:03:21,93 °C
2024-08-19 12:03:23,93 °C
2024-08-19 12:03:24,93 °C
2024-08-19 12:03:26,93 °C
2024-08-19 12:03:27,93 °C
2024-08-19 12:03:33,93 °C
2024-08-19 12:03:34,93 °C
2024-08-19 12:03:44,93 °C
2024-08-19 12:03:46,93 °C
2024-08-19 12:04:11,93 °C
2024-08-19 12:04:12,93 °C
2024-08-19 12:04:16,93 °C
2024-08-19 12:04:17,93 °C
2024-08-19 12:04:19,93 °C
2024-08-19 12:04:20,93 °C
2024-08-19 12:04:21,93 °C
2024-08-19 12:04:22,93 °C
2024-08-19 12:05:08,93 °C
2024-08-19 12:05:09,93 °C
2024-08-19 12:05:23,93 °C
2024-08-19 12:05:24,93 °C
2024-08-19 12:20:45,94 °C
2024-08-19 12:20:49,93 °C
2024-08-19 12:20:50,94 °C
2024-08-19 12:20:53,93 °C
2024-08-19 12:20:55,94 °C
2024-08-19 12:21:53,94 °C
2024-08-19 12:21:55,94 °C
2024-08-19 12:22:49,94 °C
2024-08-19 12:22:51,94 °C
2024-08-19 12:23:39,94 °C
2024-08-19 12:42:14,95 °C
2024-08-19 12:42:16,94 °C
2024-08-19 12:42:27,95 °C
2024-08-19 12:42:30,94 °C
2024-08-19 12:42:31,95 °C
2024-08-19 12:42:33,94 °C
2024-08-19 12:42:36,95 °C
2024-08-19 12:42:37,94 °C
2024-08-19 12:42:40,95 °C
2024-08-19 12:42:42,94 °C
2024-08-19 12:42:48,95 °C
2024-08-19 12:42:59,94 °C
2024-08-19 12:43:01,95 °C
2024-08-19 12:43:05,94 °C
2024-08-19 12:43:06,95 °C
2024-08-19 12:43:09,94 °C
2024-08-19 12:43:10,95 °C
2024-08-19 12:43:17,94 °C
2024-08-19 12:43:18,95 °C
2024-08-19 12:53:38,95 °C
2024-08-19 12:53:40,95 °C
2024-08-19 12:53:43,95 °C
2024-08-19 12:53:45,95 °C
2024-08-19 12:53:53,95 °C
2024-08-19 12:53:54,95 °C
2024-08-19 12:53:56,95 °C
2024-08-19 12:54:06,95 °C
2024-08-19 12:54:07,95 °C
2024-08-19 13:21:51,96 °C
2024-08-19 13:21:52,95 °C
2024-08-19 13:21:59,96 °C
2024-08-19 13:22:00,95 °C
2024-08-19 13:22:01,96 °C
2024-08-19 13:22:03,95 °C
2024-08-19 13:22:05,96 °C
2024-08-19 13:22:06,95 °C
2024-08-19 13:22:15,96 °C
2024-08-19 13:22:18,95 °C
2024-08-19 13:22:19,96 °C
2024-08-19 13:22:22,95 °C
2024-08-19 13:22:24,96 °C
2024-08-19 13:36:06,96 °C
2024-08-19 13:36:07,96 °C
2024-08-19 13:36:09,96 °C
2024-08-19 13:36:11,96 °C
2024-08-19 13:36:13,96 °C
2024-08-19 13:36:16,96 °C
2024-08-19 13:36:22,96 °C
2024-08-19 13:36:23,96 °C
2024-08-19 13:36:24,96 °C
2024-08-19 13:36:25,96 °C
2024-08-19 13:36:28,96 °C
2024-08-19 13:36:29,96 °C
2024-08-19 13:36:32,96 °C
2024-08-19 13:36:34,96 °C
2024-08-19 13:36:36,96 °C
2024-08-19 13:36:38,96 °C
2024-08-19 13:36:41,96 °C
2024-08-19 13:36:42,96 °C
2024-08-19 13:36:44,96 °C
2024-08-19 13:36:46,96 °C
2024-08-19 13:36:47,96 °C
2024-08-19 13:36:48,96 °C
2024-08-19 13:36:49,96 °C
2024-08-19 13:36:52,96 °C
2024-08-19 13:36:53,96 °C
2024-08-19 13:36:54,96 °C
2024-08-19 13:36:59,96 °C
2024-08-19 13:37:01,96 °C
2024-08-19 13:37:03,96 °C
2024-08-19 13:37:07,96 °C
2024-08-19 13:37:08,96 °C
2024-08-19 13:37:09,96 °C
2024-08-19 13:37:12,96 °C
2024-08-19 13:37:14,96 °C
2024-08-19 13:37:15,96 °C
2024-08-19 13:37:17,96 °C
2024-08-19 13:37:18,96 °C
2024-08-19 13:37:19,96 °C
2024-08-19 13:37:22,96 °C
2024-08-19 13:37:23,96 °C
2024-08-19 13:37:24,96 °C
2024-08-19 13:37:25,96 °C
2024-08-19 13:37:27,96 °C
2024-08-19 13:37:34,96 °C
2024-08-19 13:37:35,96 °C
2024-08-19 13:37:37,96 °C
2024-08-19 13:37:38,96 °C
2024-08-19 13:37:39,96 °C
2024-08-19 13:37:40,96 °C
2024-08-19 13:37:42,96 °C
2024-08-19 13:37:44,96 °C
2024-08-19 13:37:45,96 °C
2024-08-19 13:37:48,96 °C
2024-08-19 13:37:49,96 °C
2024-08-19 13:37:52,96 °C
2024-08-19 13:37:53,96 °C
2024-08-19 13:37:57,96 °C
2024-08-19 13:37:58,96 °C
2024-08-19 13:37:59,96 °C
2024-08-19 13:38:01,96 °C
2024-08-19 13:38:02,96 °C
2024-08-19 13:38:03,96 °C
2024-08-19 13:38:04,96 °C
2024-08-19 13:38:06,96 °C
2024-08-19 13:38:07,96 °C
2024-08-19 13:38:11,96 °C
2024-08-19 13:38:13,96 °C
2024-08-19 13:38:14,96 °C
2024-08-19 13:38:16,96 °C
2024-08-19 13:38:17,96 °C
2024-08-19 13:38:18,96 °C
2024-08-19 13:38:21,96 °C
2024-08-19 13:38:22,96 °C
2024-08-19 13:38:24,96 °C
2024-08-19 13:38:26,96 °C
2024-08-19 13:38:32,96 °C
2024-08-19 13:38:33,96 °C
2024-08-19 13:38:34,96 °C
2024-08-19 13:38:36,96 °C
2024-08-19 13:38:46,96 °C
2024-08-19 13:38:47,96 °C
2024-08-19 13:38:54,96 °C
2024-08-19 13:38:56,96 °C
2024-08-19 13:39:01,96 °C
2024-08-19 13:39:02,96 °C
2024-08-19 13:39:17,97 °C
2024-08-19 13:39:18,96 °C
2024-08-19 13:39:37,97 °C
2024-08-19 13:39:38,96 °C
2024-08-19 13:39:40,97 °C
2024-08-19 13:39:41,96 °C
2024-08-19 13:39:45,97 °C
2024-08-19 13:46:11,97 °C
2024-08-19 13:46:12,97 °C
2024-08-19 13:46:14,97 °C
2024-08-19 13:46:16,97 °C
2024-08-19 13:46:22,97 °C
2024-08-19 13:46:23,97 °C
2024-08-19 13:46:26,97 °C
2024-08-19 13:46:27,97 °C
2024-08-19 13:46:29,97 °C
2024-08-19 13:46:32,97 °C
2024-08-19 13:46:37,97 °C
2024-08-19 13:46:39,97 °C
2024-08-19 13:46:40,97 °C
2024-08-19 13:46:48,97 °C
2024-08-19 13:46:51,97 °C
2024-08-19 13:46:52,97 °C
2024-08-19 13:46:53,97 °C
2024-08-19 13:46:55,97 °C
2024-08-19 13:46:58,97 °C
2024-08-19 13:47:02,97 °C
2024-08-19 13:47:03,97 °C
2024-08-19 13:47:07,97 °C
2024-08-19 13:47:08,97 °C
2024-08-19 13:47:14,97 °C
2024-08-19 13:47:17,97 °C
2024-08-19 13:47:21,97 °C
2024-08-19 13:47:24,97 °C
2024-08-19 13:47:25,97 °C
2024-08-19 13:47:26,97 °C
2024-08-19 13:47:29,97 °C
2024-08-19 13:47:30,97 °C
2024-08-19 13:47:34,97 °C
2024-08-19 13:47:35,97 °C
2024-08-19 13:47:49,97 °C
2024-08-19 13:47:50,97 °C
2024-08-19 13:47:53,97 °C
2024-08-19 13:47:54,97 °C
2024-08-19 13:47:58,97 °C
2024-08-19 13:47:59,97 °C
2024-08-19 13:48:00,97 °C
2024-08-19 13:48:05,97 °C
2024-08-19 13:48:10,97 °C
2024-08-19 13:48:11,97 °C
2024-08-19 13:48:15,97 °C
2024-08-19 13:48:16,97 °C
2024-08-19 13:48:20,97 °C
2024-08-19 13:48:21,97 °C
2024-08-19 13:48:28,97 °C
2024-08-19 13:48:29,97 °C
2024-08-19 13:48:30,97 °C
2024-08-19 13:48:31,97 °C
2024-08-19 13:48:35,97 °C
2024-08-19 13:48:37,97 °C
2024-08-19 13:51:31,97 °C
2024-08-19 13:54:28,97 °C
2024-08-19 13:54:30,97 °C
2024-08-19 13:54:34,97 °C
2024-08-19 13:56:24,98 °C
2024-08-19 13:56:25,97 °C
2024-08-19 13:56:27,98 °C
2024-08-19 13:57:10,98 °C
2024-08-19 13:57:12,98 °C
2024-08-19 13:57:15,98 °C
2024-08-19 13:57:16,98 °C
2024-08-19 13:57:18,98 °C
2024-08-19 13:57:20,98 °C
2024-08-19 13:57:21,98 °C
2024-08-19 13:57:22,98 °C
2024-08-19 13:57:24,98 °C
2024-08-19 13:59:28,98 °C
2024-08-19 13:59:30,98 °C
2024-08-19 13:59:31,98 °C
2024-08-19 13:59:32,98 °C
2024-08-19 13:59:37,98 °C
2024-08-19 14:01:03,99 °C
2024-08-19 14:01:04,98 °C
2024-08-19 14:01:05,99 °C
2024-08-19 14:05:39,99 °C
2024-08-19 14:05:41,99 °C
2024-08-19 14:05:42,99 °C
2024-08-19 14:05:45,99 °C
2024-08-19 14:05:46,99 °C
2024-08-19 14:05:53,99 °C
2024-08-19 14:05:55,99 °C
2024-08-19 14:06:48,99 °C
2024-08-19 14:06:49,99 °C
2024-08-19 14:07:03,99 °C
2024-08-19 14:07:05,99 °C
2024-08-19 14:07:07,99 °C
2024-08-19 14:07:08,99 °C
2024-08-19 14:07:25,99 °C
2024-08-19 14:07:26,99 °C
2024-08-19 14:07:40,99 °C
2024-08-19 14:07:41,99 °C
2024-08-19 14:08:09,99 °C
2024-08-19 14:08:10,99 °C
2024-08-19 14:08:20,99 °C
2024-08-19 14:08:22,99 °C
2024-08-19 14:08:27,99 °C
2024-08-19 14:08:29,99 °C
2024-08-19 14:08:38,99 °C
2024-08-19 14:08:39,99 °C
2024-08-19 14:08:41,99 °C
2024-08-19 14:08:43,99 °C
2024-08-19 14:08:59,99 °C
2024-08-19 14:09:00,99 °C
2024-08-19 14:09:04,99 °C
2024-08-19 14:09:05,99 °C
2024-08-19 14:09:06,99 °C
2024-08-19 14:09:08,99 °C
2024-08-19 14:09:20,99 °C
2024-08-19 14:09:21,99 °C
2024-08-19 14:09:28,99 °C
2024-08-19 14:09:29,99 °C
2024-08-19 14:09:33,99 °C
2024-08-19 14:09:34,99 °C
2024-08-19 14:09:38,99 °C
2024-08-19 14:09:39,99 °C
2024-08-19 14:09:42,99 °C
2024-08-19 14:09:44,99 °C
2024-08-19 14:09:53,99 °C
2024-08-19 14:09:54,99 °C
2024-08-19 14:09:57,99 °C
2024-08-19 14:09:58,99 °C
2024-08-19 14:09:59,99 °C
2024-08-19 14:10:01,99 °C
2024-08-19 14:10:02,99 °C
2024-08-19 14:10:03,99 °C
2024-08-19 14:10:04,99 °C
2024-08-19 14:10:09,99 °C
2024-08-19 14:10:10,99 °C
2024-08-19 14:10:13,99 °C
2024-08-19 14:10:15,99 °C
2024-08-19 14:10:16,99 °C
2024-08-19 14:10:20,99 °C
2024-08-19 14:10:22,99 °C
2024-08-19 14:10:29,99 °C
2024-08-19 14:10:31,99 °C
2024-08-19 14:10:32,99 °C
2024-08-19 14:10:45,99 °C
2024-08-19 14:10:46,99 °C
2024-08-19 14:10:48,99 °C
2024-08-19 14:10:49,99 °C
2024-08-19 14:10:51,99 °C
2024-08-19 14:10:53,99 °C
2024-08-19 14:10:55,99 °C
2024-08-19 14:10:56,99 °C
2024-08-19 14:11:06,99 °C
2024-08-19 14:11:07,99 °C
2024-08-19 14:11:11,99 °C
2024-08-19 14:11:15,99 °C
2024-08-19 14:11:16,99 °C
2024-08-19 14:11:19,99 °C
2024-08-19 14:11:24,99 °C
2024-08-19 14:11:25,99 °C
2024-08-19 14:11:27,99 °C
2024-08-19 14:11:29,99 °C
2024-08-19 14:11:39,99 °C
2024-08-19 14:11:40,99 °C
2024-08-19 14:11:43,99 °C
2024-08-19 14:11:44,99 °C
2024-08-19 14:11:49,99 °C
2024-08-19 14:11:51,99 °C
2024-08-19 14:11:52,99 °C
2024-08-19 14:11:56,99 °C
2024-08-19 14:11:59,99 °C
2024-08-19 14:12:00,99 °C
2024-08-19 14:12:05,99 °C
2024-08-19 14:12:07,99 °C
2024-08-19 14:12:09,99 °C
2024-08-19 14:12:10,99 °C
2024-08-19 14:12:13,99 °C
2024-08-19 14:12:14,99 °C
2024-08-19 14:12:28,99 °C
2024-08-19 14:12:29,99 °C
2024-08-19 14:12:39,100 °C
2024-08-19 14:12:41,99 °C
2024-08-19 14:12:42,100 °C
2024-08-19 14:12:43,99 °C
2024-08-19 14:12:46,100 °C
2024-08-19 14:12:47,99 °C
2024-08-19 14:12:52,100 °C
2024-08-19 14:13:01,99 °C
2024-08-19 14:13:02,100 °C
2024-08-19 14:13:03,99 °C
2024-08-19 14:13:05,100 °C
2024-08-19 14:14:59,100 °C
2024-08-19 14:15:00,100 °C
2024-08-19 14:15:03,100 °C
2024-08-19 14:15:07,100 °C
2024-08-19 14:15:09,100 °C
2024-08-19 14:15:11,100 °C
2024-08-19 14:15:13,100 °C
2024-08-19 14:15:14,100 °C
2024-08-19 14:15:15,100 °C
2024-08-19 14:19:29,101 °C
2024-08-19 14:19:31,100 °C
2024-08-19 14:19:40,101 °C
2024-08-19 14:19:41,100 °C
2024-08-19 14:19:43,101 °C
2024-08-19 14:19:50,100 °C
2024-08-19 14:19:54,101 °C
2024-08-19 14:19:59,100 °C
2024-08-19 14:20:03,101 °C
2024-08-19 14:20:08,100 °C
2024-08-19 14:20:09,101 °C
2024-08-19 14:20:22,100 °C
2024-08-19 14:20:23,101 °C
2024-08-19 14:25:45,101 °C
2024-08-19 14:26:23,101 °C
2024-08-19 14:26:24,101 °C
2024-08-19 14:26:32,100 °C
2024-08-19 14:26:33,101 °C
2024-08-19 14:26:40,101 °C
2024-08-19 14:26:51,100 °C
2024-08-19 14:26:52,101 °C
2024-08-19 14:26:53,100 °C
2024-08-19 14:26:56,100 °C
2024-08-19 14:26:59,100 °C
2024-08-19 14:29:26,100 °C
2024-08-19 14:33:02,101 °C
2024-08-19 14:33:04,100 °C
2024-08-19 14:33:05,101 °C
2024-08-19 14:34:16,101 °C
2024-08-19 14:46:01,101 °C
2024-08-19 14:53:16,102 °C
2024-08-19 14:53:18,101 °C
2024-08-19 14:53:22,102 °C
2024-08-19 14:53:23,101 °C
2024-08-19 14:53:27,102 °C
2024-08-19 14:53:28,101 °C
2024-08-19 14:53:30,102 °C
2024-08-19 14:53:32,101 °C
2024-08-19 14:53:33,102 °C
2024-08-19 14:53:42,101 °C
2024-08-19 14:53:43,102 °C
2024-08-19 15:01:37,102 °C
2024-08-19 15:04:10,103 °C
2024-08-19 15:04:12,102 °C
2024-08-19 15:04:21,103 °C
2024-08-19 15:04:25,102 °C
2024-08-19 15:04:26,103 °C
2024-08-19 15:04:42,103 °C
2024-08-19 15:04:44,103 °C
2024-08-19 15:04:50,103 °C
2024-08-19 15:04:51,103 °C
2024-08-19 15:04:56,103 °C
2024-08-19 15:04:57,103 °C
2024-08-19 15:05:06,103 °C
2024-08-19 15:05:08,103 °C
2024-08-19 15:05:16,103 °C
2024-08-19 15:05:17,103 °C
2024-08-19 15:05:18,103 °C
2024-08-19 15:05:21,103 °C
2024-08-19 15:05:26,103 °C
2024-08-19 15:05:27,103 °C
2024-08-19 15:05:32,103 °C
2024-08-19 15:05:33,103 °C
2024-08-19 15:05:36,103 °C
2024-08-19 15:05:37,103 °C
2024-08-19 15:05:38,103 °C
2024-08-19 15:05:39,103 °C
2024-08-19 15:05:41,103 °C
2024-08-19 15:05:44,103 °C
2024-08-19 15:05:48,103 °C
2024-08-19 15:05:52,103 °C
2024-08-19 15:05:53,103 °C
2024-08-19 15:05:55,103 °C
2024-08-19 15:05:57,103 °C
2024-08-19 15:06:00,103 °C
2024-08-19 15:06:01,103 °C
2024-08-19 15:06:08,103 °C
2024-08-19 15:06:11,103 °C
2024-08-19 15:06:13,103 °C
2024-08-19 15:06:14,103 °C
2024-08-19 15:06:15,103 °C
2024-08-19 15:06:17,103 °C
2024-08-19 15:06:20,103 °C
2024-08-19 15:06:22,103 °C
2024-08-19 15:06:45,103 °C
2024-08-19 15:06:46,103 °C
2024-08-19 15:10:28,104 °C
2024-08-19 15:10:29,103 °C
2024-08-19 15:10:33,104 °C
2024-08-19 15:10:34,103 °C
2024-08-19 15:10:36,104 °C
2024-08-19 15:10:38,103 °C
2024-08-19 15:10:43,104 °C
2024-08-19 15:10:44,103 °C
2024-08-19 15:10:46,104 °C
2024-08-19 15:10:49,103 °C
2024-08-19 15:10:50,104 °C
2024-08-19 15:10:59,103 °C
2024-08-19 15:11:01,104 °C
2024-08-19 15:15:35,104 °C
2024-08-19 15:15:37,104 °C
2024-08-19 15:16:41,104 °C
2024-08-19 15:16:42,104 °C
2024-08-19 15:16:53,104 °C
2024-08-19 15:16:55,104 °C
2024-08-19 15:16:59,104 °C
2024-08-19 15:17:00,104 °C
2024-08-19 15:17:01,104 °C
2024-08-19 15:20:42,105 °C
2024-08-19 15:20:46,104 °C
2024-08-19 15:20:49,105 °C
2024-08-19 15:33:35,106 °C
2024-08-19 15:33:36,105 °C
2024-08-19 15:33:38,106 °C
2024-08-19 15:33:44,105 °C
2024-08-19 15:33:45,106 °C
2024-08-19 15:33:54,105 °C
2024-08-19 15:33:55,106 °C
2024-08-19 15:34:01,105 °C
2024-08-19 15:34:02,106 °C
2024-08-19 15:34:12,105 °C
2024-08-19 15:34:14,106 °C
2024-08-19 15:34:18,105 °C
2024-08-19 15:34:19,106 °C
2024-08-19 15:34:20,105 °C
2024-08-19 15:34:21,106 °C
2024-08-19 15:34:23,105 °C
2024-08-19 15:34:24,106 °C
2024-08-19 15:34:28,105 °C
2024-08-19 15:34:30,106 °C
2024-08-19 15:34:43,105 °C
2024-08-19 15:34:48,106 °C
2024-08-19 15:34:49,105 °C
2024-08-19 15:34:50,106 °C
2024-08-19 15:35:05,106 °C
2024-08-19 15:39:45,107 °C
2024-08-19 15:39:48,106 °C
2024-08-19 15:39:50,107 °C
2024-08-19 15:39:51,106 °C
2024-08-19 15:39:53,107 °C
2024-08-19 15:40:01,106 °C
2024-08-19 15:40:02,107 °C
2024-08-19 15:40:46,107 °C
2024-08-19 15:40:47,107 °C
2024-08-19 15:41:40,107 °C
2024-08-19 15:41:41,107 °C
2024-08-19 15:42:03,107 °C
2024-08-19 15:42:05,107 °C
2024-08-19 15:42:10,107 °C
2024-08-19 15:42:11,107 °C
2024-08-19 15:42:15,107 °C
2024-08-19 15:42:16,107 °C
2024-08-19 15:42:23,107 °C
2024-08-19 15:42:24,107 °C
2024-08-19 15:42:26,107 °C
2024-08-19 15:42:27,107 °C
2024-08-19 15:42:36,107 °C
2024-08-19 15:42:37,107 °C
2024-08-19 15:42:38,107 °C
2024-08-19 15:42:39,107 °C
2024-08-19 15:42:40,107 °C
2024-08-19 15:42:43,107 °C
2024-08-19 15:42:45,107 °C
2024-08-19 15:42:47,107 °C
2024-08-19 15:42:48,107 °C
2024-08-19 15:42:49,107 °C
2024-08-19 15:42:51,107 °C
2024-08-19 15:42:53,107 °C
2024-08-19 15:42:54,107 °C
2024-08-19 15:42:56,107 °C
2024-08-19 15:42:58,107 °C
2024-08-19 15:43:13,107 °C
2024-08-19 15:43:17,107 °C
2024-08-19 15:43:25,107 °C
2024-08-19 15:43:26,107 °C
2024-08-19 15:43:27,107 °C
2024-08-19 15:43:28,107 °C
2024-08-19 15:43:40,107 °C
2024-08-19 15:43:44,107 °C
2024-08-19 15:43:49,107 °C
2024-08-19 15:43:50,107 °C
2024-08-19 15:43:59,107 °C
2024-08-19 15:44:00,107 °C
2024-08-19 15:44:09,107 °C
2024-08-19 15:44:10,107 °C
2024-08-19 15:44:26,107 °C
2024-08-19 15:44:27,107 °C
2024-08-19 15:44:32,107 °C
2024-08-19 15:44:33,107 °C
2024-08-19 15:44:37,107 °C
2024-08-19 15:44:38,107 °C
2024-08-19 15:44:44,107 °C
2024-08-19 15:44:45,107 °C
2024-08-19 15:52:38,108 °C
2024-08-19 15:52:39,107 °C
2024-08-19 15:52:41,108 °C
2024-08-19 15:55:35,108 °C
2024-08-19 15:55:37,108 °C
2024-08-19 15:55:39,108 °C
2024-08-19 15:55:42,108 °C
2024-08-19 15:55:48,108 °C
2024-08-19 15:55:49,108 °C
2024-08-19 15:55:56,108 °C
2024-08-19 15:55:58,108 °C
2024-08-19 15:55:59,108 °C
2024-08-19 15:56:01,108 °C
2024-08-19 15:56:06,108 °C
2024-08-19 15:56:07,108 °C
2024-08-19 15:56:09,108 °C
2024-08-19 15:56:11,108 °C
2024-08-19 15:56:14,108 °C
2024-08-19 15:56:16,108 °C
2024-08-19 15:56:21,108 °C
2024-08-19 15:56:22,108 °C
2024-08-19 15:56:24,108 °C
2024-08-19 15:56:27,108 °C
2024-08-19 15:56:29,108 °C
2024-08-19 15:56:31,108 °C
2024-08-19 15:56:34,108 °C
2024-08-19 15:56:36,108 °C
2024-08-19 15:56:39,108 °C
2024-08-19 15:56:41,108 °C
2024-08-19 15:56:46,108 °C
2024-08-19 15:56:47,108 °C
2024-08-19 15:56:48,108 °C
2024-08-19 15:56:50,108 °C
2024-08-19 15:56:51,108 °C
2024-08-19 15:57:00,109 °C
2024-08-19 15:57:01,108 °C
2024-08-19 15:57:05,109 °C
2024-08-19 15:59:20,109 °C
2024-08-19 15:59:22,109 °C
2024-08-19 15:59:24,109 °C
2024-08-19 15:59:25,109 °C
2024-08-19 15:59:43,109 °C
2024-08-19 15:59:44,109 °C
2024-08-19 15:59:55,109 °C
2024-08-19 15:59:57,109 °C
2024-08-19 16:00:44,109 °C
2024-08-19 16:00:45,109 °C
2024-08-19 16:00:57,109 °C
2024-08-19 16:00:58,109 °C
2024-08-19 16:00:59,109 °C
2024-08-19 16:01:01,109 °C
2024-08-19 16:01:02,109 °C
2024-08-19 16:01:09,109 °C
2024-08-19 16:01:10,109 °C
2024-08-19 16:01:12,109 °C
2024-08-19 16:01:14,109 °C
2024-08-19 16:01:17,109 °C
2024-08-19 16:01:19,109 °C
2024-08-19 16:01:25,109 °C
2024-08-19 16:01:26,109 °C
2024-08-19 16:01:29,109 °C
2024-08-19 16:01:30,109 °C
2024-08-19 16:01:31,109 °C
2024-08-19 16:01:32,109 °C
2024-08-19 16:01:37,109 °C
2024-08-19 16:01:39,109 °C
2024-08-19 16:01:42,109 °C
2024-08-19 16:01:44,109 °C
2024-08-19 16:01:51,109 °C
2024-08-19 16:01:52,109 °C
2024-08-19 16:01:56,109 °C
2024-08-19 16:01:57,109 °C
2024-08-19 16:01:59,109 °C
2024-08-19 16:02:00,109 °C
2024-08-19 16:02:14,109 °C
2024-08-19 16:02:16,109 °C
2024-08-19 16:02:32,109 °C
2024-08-19 16:02:33,109 °C
2024-08-19 16:15:14,109 °C
2024-08-19 16:15:16,109 °C
2024-08-19 16:15:17,109 °C
2024-08-19 16:15:18,109 °C
2024-08-19 16:15:21,109 °C
2024-08-19 16:15:25,109 °C
2024-08-19 16:15:30,109 °C
2024-08-19 16:15:32,109 °C
2024-08-19 16:15:34,109 °C
2024-08-19 16:15:37,109 °C
2024-08-19 16:15:40,109 °C
2024-08-19 16:15:41,109 °C
2024-08-19 16:15:46,109 °C
2024-08-19 16:15:48,109 °C
2024-08-19 16:15:51,109 °C
2024-08-19 16:15:52,109 °C
2024-08-19 16:15:55,109 °C
2024-08-19 16:15:58,109 °C
2024-08-19 16:16:00,109 °C
2024-08-19 16:16:02,109 °C
2024-08-19 16:16:04,109 °C
2024-08-19 16:16:05,109 °C
2024-08-19 16:16:07,109 °C
2024-08-19 16:16:12,109 °C
2024-08-19 16:16:13,109 °C
2024-08-19 16:16:22,109 °C
2024-08-19 16:16:26,109 °C
2024-08-19 16:16:41,109 °C
2024-08-19 16:16:42,109 °C
2024-08-19 16:16:47,109 °C
2024-08-19 16:16:49,109 °C
2024-08-19 16:16:53,109 °C
2024-08-19 16:16:55,109 °C
2024-08-19 16:20:40,109 °C
2024-08-19 16:20:41,109 °C
2024-08-19 16:20:47,109 °C
2024-08-19 16:20:48,109 °C
2024-08-19 16:20:50,109 °C
2024-08-19 16:20:51,109 °C
2024-08-19 16:20:52,109 °C
2024-08-19 16:20:56,109 °C
2024-08-19 16:21:12,109 °C
2024-08-19 16:21:15,109 °C
2024-08-19 16:21:23,109 °C
2024-08-19 16:21:24,109 °C
2024-08-19 16:21:27,109 °C
2024-08-19 16:21:29,109 °C
2024-08-19 16:21:38,109 °C
2024-08-19 16:21:40,109 °C
2024-08-19 16:21:45,109 °C
2024-08-19 16:21:46,109 °C
2024-08-19 16:21:47,109 °C
2024-08-19 16:21:48,109 °C
2024-08-19 16:21:54,109 °C
2024-08-19 16:21:58,109 °C
2024-08-19 16:22:07,109 °C
2024-08-19 16:25:13,109 °C
2024-08-19 16:25:15,109 °C
2024-08-19 16:25:16,109 °C
2024-08-19 16:28:26,109 °C
2024-08-19 16:35:39,109 °C
2024-08-19 16:35:59,108 °C
2024-08-19 16:36:00,109 °C
2024-08-19 16:36:14,108 °C
2024-08-19 16:36:15,109 °C
2024-08-19 16:36:25,108 °C
2024-08-19 16:36:27,109 °C
2024-08-19 16:36:30,108 °C
2024-08-19 16:36:31,109 °C
2024-08-19 16:36:39,108 °C
2024-08-19 16:36:40,109 °C
2024-08-19 16:37:25,108 °C
2024-08-19 16:37:26,109 °C
2024-08-19 16:37:27,108 °C
2024-08-19 16:37:28,109 °C
2024-08-19 16:37:34,108 °C
2024-08-19 16:37:35,109 °C
2024-08-19 16:37:36,108 °C
2024-08-19 16:37:37,109 °C
2024-08-19 16:37:47,108 °C
2024-08-19 16:37:48,109 °C
2024-08-19 16:37:51,108 °C
2024-08-19 16:37:52,109 °C
2024-08-19 16:37:54,108 °C
2024-08-19 16:37:55,109 °C
2024-08-19 16:37:59,108 °C
2024-08-19 16:38:04,109 °C
2024-08-19 16:38:05,108 °C
2024-08-19 16:38:07,109 °C
2024-08-19 16:38:09,108 °C
2024-08-19 16:38:14,109 °C
2024-08-19 16:38:15,108 °C
2024-08-19 16:45:48,108 °C
2024-08-19 16:47:51,109 °C
2024-08-19 16:47:52,108 °C
2024-08-19 16:47:58,109 °C
2024-08-19 16:48:00,108 °C
2024-08-19 16:48:20,109 °C
2024-08-19 16:48:22,108 °C
2024-08-19 16:48:34,109 °C
2024-08-19 16:48:35,108 °C
2024-08-19 16:48:37,109 °C
2024-08-19 16:48:39,108 °C
2024-08-19 16:48:40,109 °C
2024-08-19 16:48:41,108 °C
2024-08-19 16:48:46,109 °C
2024-08-19 16:48:47,108 °C
2024-08-19 16:48:48,109 °C
2024-08-19 16:48:52,108 °C
2024-08-19 16:48:54,109 °C
2024-08-19 16:48:57,108 °C
2024-08-19 16:48:59,109 °C
2024-08-19 16:49:00,108 °C
2024-08-19 16:49:01,109 °C
2024-08-19 16:49:02,108 °C
2024-08-19 16:49:04,109 °C
2024-08-19 16:49:05,108 °C
2024-08-19 16:49:07,109 °C
2024-08-19 16:49:09,108 °C
2024-08-19 16:49:10,109 °C
2024-08-19 16:49:11,108 °C
2024-08-19 16:49:15,109 °C
2024-08-19 16:49:16,108 °C
2024-08-19 16:49:18,109 °C
2024-08-19 16:49:27,108 °C
2024-08-19 16:49:29,109 °C
2024-08-19 16:49:30,108 °C
2024-08-19 16:49:32,109 °C
2024-08-19 16:49:37,108 °C
2024-08-19 16:49:38,109 °C
