"Time","Motor"
2024-08-07 16:34:04,111 °C
2024-08-07 16:34:06,111 °C
2024-08-07 16:34:08,111 °C
2024-08-07 16:34:11,111 °C
2024-08-07 16:34:12,111 °C
2024-08-07 16:34:14,111 °C
2024-08-07 16:34:16,111 °C
2024-08-07 16:34:17,111 °C
2024-08-07 16:34:18,111 °C
2024-08-07 16:34:19,111 °C
2024-08-07 16:34:20,111 °C
2024-08-07 16:34:22,111 °C
2024-08-07 16:34:23,111 °C
2024-08-07 16:34:26,111 °C
2024-08-07 16:34:28,111 °C
2024-08-07 16:34:30,111 °C
2024-08-07 16:34:32,111 °C
2024-08-07 16:34:37,111 °C
2024-08-07 16:34:40,111 °C
2024-08-07 16:35:07,111 °C
2024-08-07 16:35:08,111 °C
2024-08-07 16:35:16,111 °C
2024-08-07 16:35:17,111 °C
2024-08-07 16:35:19,111 °C
2024-08-07 16:35:21,111 °C
2024-08-07 16:35:27,111 °C
2024-08-07 16:35:28,111 °C
2024-08-07 16:35:48,111 °C
2024-08-07 16:35:49,111 °C
2024-08-07 16:36:37,111 °C
2024-08-07 16:36:38,111 °C
2024-08-07 16:36:57,111 °C
2024-08-07 16:36:58,111 °C
2024-08-07 16:37:01,111 °C
2024-08-07 16:37:03,111 °C
2024-08-07 16:37:04,111 °C
2024-08-07 16:37:08,111 °C
2024-08-07 16:37:11,111 °C
2024-08-07 16:37:12,111 °C
2024-08-07 16:37:13,111 °C
2024-08-07 16:37:14,111 °C
2024-08-07 16:37:17,111 °C
2024-08-07 16:37:19,111 °C
2024-08-07 16:37:21,111 °C
2024-08-07 16:37:22,111 °C
2024-08-07 16:37:26,111 °C
2024-08-07 16:37:28,111 °C
2024-08-07 16:37:30,111 °C
2024-08-07 16:37:31,111 °C
2024-08-07 16:37:33,111 °C
2024-08-07 16:37:35,111 °C
2024-08-07 16:37:36,111 °C
2024-08-07 16:37:37,111 °C
2024-08-07 16:37:39,111 °C
2024-08-07 16:37:44,111 °C
2024-08-07 16:37:45,111 °C
2024-08-07 16:37:48,111 °C
2024-08-07 16:37:50,111 °C
2024-08-07 16:37:56,111 °C
2024-08-07 16:37:57,111 °C
2024-08-07 16:38:22,111 °C
2024-08-07 16:38:23,111 °C
2024-08-07 16:39:37,111 °C
2024-08-07 16:39:39,111 °C
2024-08-07 16:39:42,111 °C
2024-08-07 16:40:20,110 °C
2024-08-07 16:40:21,111 °C
2024-08-07 16:40:22,110 °C
2024-08-07 16:40:27,111 °C
2024-08-07 16:40:29,110 °C
2024-08-07 16:45:27,110 °C
2024-08-07 16:45:30,110 °C
2024-08-07 16:45:33,110 °C
2024-08-07 16:45:35,110 °C
2024-08-07 16:45:36,110 °C
2024-08-07 16:45:38,110 °C
2024-08-07 16:45:39,110 °C
2024-08-07 16:46:10,110 °C
2024-08-07 16:46:11,110 °C
2024-08-07 16:46:23,110 °C
2024-08-07 16:46:24,110 °C
2024-08-07 16:46:25,110 °C
2024-08-07 16:46:29,110 °C
2024-08-07 16:46:34,110 °C
2024-08-07 16:46:35,110 °C
2024-08-07 16:46:39,110 °C
2024-08-07 16:46:50,110 °C
2024-08-07 16:46:53,110 °C
2024-08-07 16:46:59,110 °C
2024-08-07 16:47:00,110 °C
2024-08-07 16:47:02,110 °C
2024-08-07 16:47:03,110 °C
2024-08-07 16:47:07,110 °C
2024-08-07 16:47:08,110 °C
2024-08-07 16:47:16,110 °C
2024-08-07 16:47:18,110 °C
2024-08-07 16:47:21,110 °C
2024-08-07 16:47:23,110 °C
2024-08-07 16:47:28,110 °C
2024-08-07 16:47:29,110 °C
2024-08-07 16:47:34,110 °C
2024-08-07 16:47:35,110 °C
2024-08-07 16:47:38,110 °C
2024-08-07 16:47:39,110 °C
2024-08-07 16:47:58,110 °C
2024-08-07 16:47:59,110 °C
2024-08-07 16:57:55,110 °C
2024-08-07 17:13:59,109 °C
2024-08-07 17:14:02,110 °C
2024-08-07 17:14:07,109 °C
2024-08-07 17:14:08,110 °C
2024-08-07 17:14:09,109 °C
2024-08-07 17:14:10,110 °C
2024-08-07 17:14:13,109 °C
2024-08-07 17:14:14,110 °C
2024-08-07 17:14:16,109 °C
2024-08-07 17:14:18,110 °C
2024-08-07 17:14:19,109 °C
2024-08-07 17:14:20,110 °C
2024-08-07 17:14:22,109 °C
2024-08-07 17:14:23,110 °C
2024-08-07 17:14:24,109 °C
2024-08-07 17:15:05,110 °C
2024-08-07 17:15:07,109 °C
2024-08-07 17:15:21,109 °C
2024-08-07 17:21:07,110 °C
2024-08-07 17:21:09,109 °C
2024-08-07 17:21:10,110 °C
2024-08-07 17:21:11,109 °C
2024-08-07 17:21:22,110 °C
2024-08-07 17:21:24,109 °C
2024-08-07 17:21:25,110 °C
2024-08-07 17:21:26,109 °C
2024-08-07 17:21:27,110 °C
2024-08-07 17:21:30,109 °C
2024-08-07 17:21:31,110 °C
2024-08-07 17:21:32,109 °C
2024-08-07 17:21:35,110 °C
2024-08-07 17:21:37,109 °C
2024-08-07 17:21:39,110 °C
2024-08-07 17:21:40,109 °C
2024-08-07 17:21:46,110 °C
2024-08-07 17:21:48,109 °C
2024-08-07 17:21:49,110 °C
2024-08-07 17:21:55,109 °C
2024-08-07 17:22:01,110 °C
2024-08-07 17:22:03,109 °C
2024-08-07 17:22:09,110 °C
2024-08-07 17:22:10,109 °C
2024-08-07 17:22:12,110 °C
2024-08-07 17:22:13,109 °C
2024-08-07 17:22:14,110 °C
2024-08-07 17:22:15,109 °C
2024-08-07 17:22:17,110 °C
2024-08-07 17:22:18,109 °C
2024-08-07 17:22:21,110 °C
2024-08-07 17:22:23,109 °C
2024-08-07 17:22:25,110 °C
2024-08-07 17:22:26,109 °C
2024-08-07 17:22:29,110 °C
2024-08-07 17:22:30,109 °C
2024-08-07 17:22:38,110 °C
2024-08-07 17:22:50,109 °C
2024-08-07 17:22:54,110 °C
2024-08-07 17:22:56,109 °C
2024-08-07 17:23:00,110 °C
2024-08-07 17:23:03,109 °C
2024-08-07 17:23:08,110 °C
2024-08-07 17:23:13,109 °C
2024-08-07 17:23:14,110 °C
2024-08-07 17:23:16,109 °C
2024-08-07 17:23:27,110 °C
2024-08-07 17:23:29,109 °C
2024-08-07 17:23:31,110 °C
2024-08-07 17:23:33,109 °C
2024-08-07 17:23:38,110 °C
2024-08-07 17:23:39,109 °C
2024-08-07 17:23:40,110 °C
2024-08-07 17:23:43,109 °C
2024-08-07 17:23:44,110 °C
2024-08-07 17:23:48,109 °C
2024-08-07 17:23:50,110 °C
2024-08-07 17:23:54,109 °C
2024-08-07 17:23:57,110 °C
2024-08-07 17:24:00,109 °C
2024-08-07 17:24:04,110 °C
2024-08-07 17:24:05,109 °C
2024-08-07 17:24:06,110 °C
2024-08-07 17:24:14,109 °C
2024-08-07 17:24:17,110 °C
2024-08-07 17:24:20,109 °C
2024-08-07 17:24:23,110 °C
2024-08-07 17:24:27,109 °C
2024-08-07 17:24:30,110 °C
2024-08-07 17:24:35,109 °C
2024-08-07 17:24:36,110 °C
2024-08-07 17:24:37,109 °C
2024-08-07 17:24:40,110 °C
2024-08-07 17:24:41,109 °C
2024-08-07 17:24:47,110 °C
2024-08-07 17:24:50,109 °C
2024-08-07 17:24:53,110 °C
2024-08-07 17:24:55,109 °C
2024-08-07 17:25:06,110 °C
2024-08-07 17:25:07,109 °C
2024-08-07 17:25:10,110 °C
2024-08-07 17:25:11,109 °C
2024-08-07 17:25:12,110 °C
2024-08-07 17:25:14,109 °C
2024-08-07 17:25:16,110 °C
2024-08-07 17:25:17,109 °C
2024-08-07 17:25:19,110 °C
2024-08-07 17:25:20,109 °C
2024-08-07 17:25:22,110 °C
2024-08-07 17:25:25,109 °C
2024-08-07 17:34:08,109 °C
2024-08-07 17:34:09,109 °C
2024-08-07 17:34:13,109 °C
2024-08-07 17:34:14,109 °C
2024-08-07 17:34:17,109 °C
2024-08-07 17:34:19,109 °C
2024-08-07 17:34:30,109 °C
2024-08-07 17:34:31,109 °C
2024-08-07 17:34:32,109 °C
2024-08-07 17:34:34,109 °C
2024-08-07 17:34:37,109 °C
2024-08-07 17:34:39,109 °C
2024-08-07 17:34:50,109 °C
2024-08-07 17:42:43,108 °C
2024-08-07 17:42:44,109 °C
2024-08-07 17:42:54,108 °C
2024-08-07 17:42:55,109 °C
2024-08-07 17:43:04,108 °C
2024-08-07 17:43:08,109 °C
2024-08-07 17:43:09,108 °C
2024-08-07 17:43:12,109 °C
2024-08-07 17:43:13,108 °C
2024-08-07 17:53:03,108 °C
2024-08-07 17:53:04,108 °C
2024-08-07 17:53:07,108 °C
2024-08-07 17:53:08,108 °C
2024-08-07 17:53:12,108 °C
2024-08-07 17:53:13,108 °C
2024-08-07 17:53:14,108 °C
2024-08-07 17:53:16,108 °C
2024-08-07 17:53:21,108 °C
2024-08-07 17:53:22,108 °C
2024-08-07 17:53:29,108 °C
2024-08-07 17:53:34,108 °C
2024-08-07 17:53:40,108 °C
2024-08-07 17:53:41,108 °C
2024-08-07 17:53:44,108 °C
2024-08-07 18:21:30,108 °C
2024-08-07 18:21:31,108 °C
2024-08-07 18:21:32,108 °C
2024-08-07 18:21:36,108 °C
2024-08-07 18:21:37,108 °C
2024-08-07 18:21:42,108 °C
2024-08-07 18:21:44,108 °C
2024-08-07 18:21:48,108 °C
2024-08-07 18:21:50,108 °C
2024-08-07 18:21:57,108 °C
2024-08-07 18:21:58,108 °C
2024-08-07 18:22:01,108 °C
2024-08-07 18:22:02,108 °C
2024-08-07 18:22:04,108 °C
2024-08-07 18:22:06,108 °C
2024-08-07 18:22:07,108 °C
2024-08-07 18:22:08,108 °C
2024-08-07 18:22:11,108 °C
2024-08-07 18:22:12,108 °C
2024-08-07 18:22:17,108 °C
2024-08-07 18:22:18,108 °C
2024-08-07 18:22:23,108 °C
2024-08-07 18:22:24,108 °C
2024-08-07 18:22:33,108 °C
2024-08-07 18:22:34,108 °C
2024-08-07 18:22:35,108 °C
2024-08-07 18:22:37,108 °C
2024-08-07 18:28:46,107 °C
2024-08-07 18:28:47,108 °C
2024-08-07 18:28:58,107 °C
2024-08-07 18:28:59,108 °C
2024-08-07 18:29:01,108 °C
2024-08-07 18:29:02,107 °C
2024-08-07 18:29:06,108 °C
2024-08-07 18:29:07,108 °C
2024-08-07 18:29:08,108 °C
2024-08-07 18:29:10,107 °C
2024-08-07 18:29:23,107 °C
2024-08-07 18:29:24,107 °C
2024-08-07 18:29:28,108 °C
2024-08-07 18:29:29,107 °C
2024-08-07 18:29:32,107 °C
2024-08-07 18:29:34,107 °C
2024-08-07 18:29:39,107 °C
2024-08-07 18:29:42,107 °C
2024-08-07 18:29:47,107 °C
2024-08-07 18:29:48,107 °C
2024-08-07 18:29:52,107 °C
2024-08-07 18:29:53,107 °C
2024-08-07 18:29:55,107 °C
2024-08-07 18:29:56,107 °C
2024-08-07 18:30:00,107 °C
2024-08-07 18:30:01,107 °C
2024-08-07 18:30:03,107 °C
2024-08-07 18:30:04,107 °C
2024-08-07 18:30:06,107 °C
2024-08-07 18:30:07,107 °C
2024-08-07 18:30:11,107 °C
2024-08-07 18:30:16,107 °C
2024-08-07 18:30:19,107 °C
2024-08-07 18:30:21,107 °C
2024-08-07 18:30:27,107 °C
2024-08-07 18:30:28,107 °C
2024-08-07 18:30:31,107 °C
2024-08-07 18:30:32,107 °C
2024-08-07 18:30:33,107 °C
2024-08-07 18:30:39,107 °C
2024-08-07 18:30:42,107 °C
2024-08-07 18:30:44,107 °C
2024-08-07 18:30:46,107 °C
2024-08-07 18:30:48,107 °C
2024-08-07 18:30:53,107 °C
2024-08-07 18:30:55,107 °C
2024-08-07 18:30:59,107 °C
2024-08-07 18:31:02,107 °C
2024-08-07 18:31:09,107 °C
2024-08-07 18:31:14,107 °C
2024-08-07 18:31:16,107 °C
2024-08-07 18:31:18,107 °C
2024-08-07 18:31:19,107 °C
2024-08-07 18:31:23,107 °C
2024-08-07 18:31:26,107 °C
2024-08-07 18:31:29,107 °C
2024-08-07 18:31:31,107 °C
2024-08-07 18:31:32,107 °C
2024-08-07 18:31:33,107 °C
2024-08-07 18:31:34,107 °C
2024-08-07 18:31:37,107 °C
2024-08-07 18:31:39,107 °C
2024-08-07 18:31:41,107 °C
2024-08-07 18:31:49,107 °C
2024-08-07 18:31:51,107 °C
2024-08-07 18:31:52,107 °C
2024-08-07 18:31:53,107 °C
2024-08-07 18:32:02,107 °C
2024-08-07 18:32:03,107 °C
2024-08-07 18:32:08,107 °C
2024-08-07 18:32:10,107 °C
2024-08-07 18:32:26,107 °C
2024-08-07 18:32:27,107 °C
2024-08-07 18:37:50,107 °C
2024-08-07 18:37:52,107 °C
2024-08-07 18:37:57,107 °C
2024-08-07 18:37:58,107 °C
2024-08-07 18:38:12,106 °C
2024-08-07 18:38:13,107 °C
2024-08-07 18:38:24,107 °C
2024-08-07 18:38:26,107 °C
2024-08-07 18:38:31,106 °C
2024-08-07 18:38:32,107 °C
2024-08-07 18:38:33,106 °C
2024-08-07 18:38:35,106 °C
2024-08-07 18:38:38,106 °C
2024-08-07 18:38:40,107 °C
2024-08-07 18:38:42,106 °C
2024-08-07 18:38:55,106 °C
2024-08-07 18:38:57,106 °C
2024-08-07 18:39:33,106 °C
2024-08-07 18:39:35,106 °C
2024-08-07 18:39:37,106 °C
2024-08-07 18:39:38,106 °C
2024-08-07 18:39:45,106 °C
2024-08-07 18:39:47,106 °C
2024-08-07 18:39:59,106 °C
2024-08-07 18:40:01,106 °C
2024-08-07 18:40:11,106 °C
2024-08-07 18:40:12,106 °C
2024-08-07 18:40:13,106 °C
2024-08-07 18:40:15,106 °C
2024-08-07 18:40:21,106 °C
2024-08-07 18:40:22,106 °C
2024-08-07 18:40:23,106 °C
2024-08-07 18:40:26,106 °C
2024-08-07 18:40:32,106 °C
2024-08-07 18:40:36,106 °C
2024-08-07 18:40:40,106 °C
2024-08-07 18:40:42,106 °C
2024-08-07 18:40:44,106 °C
2024-08-07 18:40:45,106 °C
2024-08-07 18:40:46,106 °C
2024-08-07 18:40:53,106 °C
2024-08-07 18:40:55,106 °C
2024-08-07 18:40:56,106 °C
2024-08-07 18:40:58,106 °C
2024-08-07 18:40:59,106 °C
2024-08-07 18:41:00,106 °C
2024-08-07 18:41:01,106 °C
2024-08-07 18:41:02,106 °C
2024-08-07 18:41:08,106 °C
2024-08-07 18:41:13,106 °C
2024-08-07 18:41:14,106 °C
2024-08-07 18:41:23,106 °C
2024-08-07 18:41:24,106 °C
2024-08-07 18:41:26,106 °C
2024-08-07 18:41:30,106 °C
2024-08-07 18:41:31,106 °C
2024-08-07 18:41:33,106 °C
2024-08-07 18:41:34,106 °C
2024-08-07 18:41:35,106 °C
2024-08-07 18:41:36,106 °C
2024-08-07 18:41:43,106 °C
2024-08-07 18:41:44,106 °C
2024-08-07 18:41:45,106 °C
2024-08-07 18:41:54,106 °C
2024-08-07 18:41:56,106 °C
2024-08-07 18:41:57,106 °C
2024-08-07 18:42:07,106 °C
2024-08-07 18:42:08,106 °C
2024-08-07 18:42:29,106 °C
2024-08-07 18:42:43,106 °C
2024-08-07 18:42:44,106 °C
2024-08-07 18:42:45,106 °C
2024-08-07 18:42:47,106 °C
2024-08-07 18:42:59,106 °C
2024-08-07 18:43:01,106 °C
2024-08-07 18:46:59,105 °C
2024-08-07 18:47:00,106 °C
2024-08-07 18:47:08,105 °C
2024-08-07 18:47:09,106 °C
2024-08-07 18:47:10,105 °C
2024-08-07 18:49:30,105 °C
2024-08-07 18:49:31,105 °C
2024-08-07 18:50:09,105 °C
2024-08-07 18:50:32,105 °C
2024-08-07 18:50:34,104 °C
2024-08-07 18:50:35,105 °C
2024-08-07 18:50:37,104 °C
2024-08-07 18:51:17,104 °C
2024-08-07 18:51:18,104 °C
2024-08-07 18:51:23,104 °C
2024-08-07 18:51:28,104 °C
2024-08-07 18:52:00,103 °C
2024-08-07 18:52:03,103 °C
2024-08-07 18:52:25,103 °C
2024-08-07 18:52:34,103 °C
2024-08-07 18:53:11,102 °C
2024-08-07 18:53:12,103 °C
2024-08-07 18:53:13,102 °C
2024-08-07 18:53:18,102 °C
2024-08-07 18:54:23,102 °C
2024-08-07 18:54:28,101 °C
2024-08-07 18:55:44,100 °C
2024-08-07 18:55:53,100 °C
2024-08-07 18:56:45,100 °C
2024-08-07 18:57:02,99 °C
2024-08-07 18:57:04,100 °C
2024-08-07 18:57:05,99 °C
2024-08-07 18:57:58,99 °C
2024-08-07 18:58:28,98 °C
2024-08-07 18:58:30,99 °C
2024-08-07 18:58:31,98 °C
2024-08-07 18:59:32,98 °C
2024-08-07 19:00:01,97 °C
2024-08-07 19:00:02,98 °C
2024-08-07 19:00:03,97 °C
2024-08-07 19:01:28,97 °C
2024-08-07 19:01:45,96 °C
2024-08-07 19:01:46,97 °C
2024-08-07 19:01:47,96 °C
2024-08-07 19:03:43,95 °C
2024-08-07 19:03:44,96 °C
2024-08-07 19:03:45,95 °C
2024-08-07 19:05:47,95 °C
2024-08-07 19:06:07,94 °C
2024-08-07 19:06:51,94 °C
2024-08-07 19:09:05,93 °C
2024-08-07 19:09:07,94 °C
2024-08-07 19:09:12,93 °C
2024-08-07 19:10:06,93 °C
2024-08-07 19:12:50,93 °C
2024-08-07 19:13:14,92 °C
2024-08-07 19:13:15,93 °C
2024-08-07 19:13:18,92 °C
2024-08-07 19:13:19,93 °C
2024-08-07 19:13:23,92 °C
2024-08-07 19:13:25,93 °C
2024-08-07 19:13:26,92 °C
2024-08-07 19:20:04,91 °C
2024-08-07 19:20:05,92 °C
2024-08-07 19:20:09,91 °C
2024-08-07 19:20:11,92 °C
2024-08-07 19:20:12,91 °C
2024-08-07 19:20:15,92 °C
2024-08-07 19:20:16,91 °C
2024-08-07 19:24:53,91 °C
2024-08-07 19:38:59,90 °C
2024-08-07 19:39:00,91 °C
2024-08-07 19:39:14,90 °C
2024-08-07 19:39:15,91 °C
2024-08-07 19:39:24,90 °C
2024-08-07 19:39:25,91 °C
2024-08-07 19:39:33,90 °C
2024-08-07 19:39:34,91 °C
2024-08-07 19:39:38,90 °C
2024-08-07 19:39:39,91 °C
2024-08-07 19:39:40,90 °C
2024-08-07 19:39:50,91 °C
2024-08-07 19:39:51,90 °C
2024-08-07 19:39:55,91 °C
2024-08-07 19:39:56,90 °C
2024-08-07 19:40:01,91 °C
2024-08-07 19:40:03,90 °C
2024-08-07 19:40:04,91 °C
2024-08-07 19:40:05,90 °C
2024-08-07 19:40:10,91 °C
2024-08-07 19:40:14,90 °C
2024-08-07 19:41:10,90 °C
2024-08-07 19:41:11,90 °C
2024-08-07 19:41:46,90 °C
2024-08-07 19:41:47,90 °C
2024-08-07 19:41:48,90 °C
2024-08-07 19:41:50,90 °C
2024-08-07 19:41:52,90 °C
2024-08-07 19:41:53,90 °C
2024-08-07 19:41:55,90 °C
2024-08-07 19:41:56,90 °C
2024-08-07 19:42:02,90 °C
2024-08-07 19:42:04,90 °C
2024-08-07 19:42:13,90 °C
2024-08-07 19:42:14,90 °C
2024-08-07 19:42:16,90 °C
2024-08-07 19:42:18,90 °C
2024-08-07 19:42:24,90 °C
2024-08-07 19:42:25,90 °C
2024-08-07 19:42:29,90 °C
2024-08-07 19:42:33,90 °C
2024-08-07 19:42:39,90 °C
2024-08-07 19:42:40,90 °C
2024-08-07 19:42:41,90 °C
2024-08-07 19:42:43,90 °C
2024-08-07 19:42:44,90 °C
2024-08-07 19:42:45,90 °C
2024-08-07 19:42:50,90 °C
2024-08-07 19:42:52,90 °C
2024-08-07 19:43:00,90 °C
2024-08-07 19:43:02,90 °C
2024-08-07 19:43:03,90 °C
2024-08-07 19:43:04,90 °C
2024-08-07 19:43:11,90 °C
2024-08-07 19:43:12,90 °C
2024-08-07 19:43:13,90 °C
2024-08-07 19:43:16,90 °C
2024-08-07 19:43:19,90 °C
2024-08-07 19:43:22,90 °C
2024-08-07 19:43:24,90 °C
2024-08-07 19:43:26,90 °C
2024-08-07 19:43:27,90 °C
2024-08-07 19:43:28,90 °C
2024-08-07 19:43:29,90 °C
2024-08-07 19:43:32,90 °C
2024-08-07 19:43:33,90 °C
2024-08-07 19:43:39,90 °C
2024-08-07 19:43:40,90 °C
2024-08-07 19:43:42,90 °C
2024-08-07 19:43:43,90 °C
2024-08-07 19:43:45,90 °C
2024-08-07 19:43:47,90 °C
2024-08-07 19:43:51,90 °C
2024-08-07 19:43:53,90 °C
2024-08-07 19:44:18,90 °C
2024-08-07 19:44:19,90 °C
2024-08-07 19:44:21,90 °C
2024-08-07 19:44:23,90 °C
2024-08-07 19:44:34,90 °C
2024-08-07 19:44:35,90 °C
2024-08-07 19:44:39,90 °C
2024-08-07 19:44:40,90 °C
2024-08-07 20:02:39,90 °C
2024-08-07 20:02:41,90 °C
2024-08-07 20:03:14,90 °C
2024-08-07 20:03:15,90 °C
2024-08-07 20:03:26,90 °C
2024-08-07 20:20:37,89 °C
2024-08-07 20:20:39,90 °C
2024-08-07 20:20:45,89 °C
2024-08-07 20:20:46,90 °C
2024-08-07 20:20:52,89 °C
2024-08-07 20:20:54,90 °C
2024-08-07 20:20:58,89 °C
2024-08-07 20:21:00,90 °C
2024-08-07 20:21:02,89 °C
2024-08-07 20:21:05,90 °C
2024-08-07 20:21:08,89 °C
2024-08-07 20:21:13,90 °C
2024-08-07 20:21:15,89 °C
2024-08-07 20:21:19,90 °C
2024-08-07 20:21:20,89 °C
2024-08-07 20:21:23,90 °C
2024-08-07 20:21:26,89 °C
2024-08-07 20:21:29,90 °C
2024-08-07 20:21:30,89 °C
2024-08-07 20:21:32,90 °C
2024-08-07 20:21:33,89 °C
2024-08-07 20:21:34,90 °C
2024-08-07 20:21:35,89 °C
2024-08-07 20:21:40,90 °C
2024-08-07 20:21:42,89 °C
2024-08-07 20:21:45,90 °C
2024-08-07 20:21:47,89 °C
2024-08-07 20:21:52,90 °C
2024-08-07 20:21:54,89 °C
2024-08-07 20:22:00,90 °C
2024-08-07 20:22:03,89 °C
2024-08-07 20:22:04,90 °C
2024-08-07 20:22:06,89 °C
2024-08-07 20:22:25,90 °C
2024-08-07 20:22:27,89 °C
2024-08-07 20:28:16,89 °C
2024-08-07 20:28:19,89 °C
2024-08-07 20:28:21,89 °C
2024-08-07 20:28:22,89 °C
2024-08-07 20:28:25,89 °C
2024-08-07 20:28:28,89 °C
2024-08-07 20:28:29,89 °C
2024-08-07 20:28:31,89 °C
2024-08-07 20:28:34,89 °C
2024-08-07 20:28:37,89 °C
2024-08-07 20:28:38,89 °C
2024-08-07 20:28:39,89 °C
2024-08-07 20:28:40,89 °C
2024-08-07 20:28:42,89 °C
2024-08-07 20:28:43,89 °C
2024-08-07 20:28:44,89 °C
2024-08-07 20:28:45,89 °C
2024-08-07 20:28:47,89 °C
2024-08-07 20:28:54,89 °C
2024-08-07 20:28:56,89 °C
2024-08-07 20:28:59,89 °C
2024-08-07 20:29:00,89 °C
2024-08-07 20:29:01,89 °C
2024-08-07 20:29:03,89 °C
2024-08-07 20:29:04,89 °C
2024-08-07 20:48:38,88 °C
2024-08-07 20:48:39,89 °C
2024-08-07 20:48:43,88 °C
2024-08-07 20:48:44,89 °C
2024-08-07 20:48:48,88 °C
2024-08-07 20:48:49,89 °C
2024-08-07 20:48:54,88 °C
2024-08-07 20:48:56,89 °C
2024-08-07 20:49:04,88 °C
2024-08-07 20:49:05,89 °C
2024-08-07 20:49:06,88 °C
2024-08-07 20:49:07,89 °C
2024-08-07 20:49:09,88 °C
2024-08-07 20:49:10,89 °C
2024-08-07 20:49:14,88 °C
2024-08-07 20:49:15,89 °C
2024-08-07 20:49:16,88 °C
2024-08-07 20:49:20,89 °C
2024-08-07 20:49:21,88 °C
2024-08-07 20:49:24,89 °C
2024-08-07 20:49:25,88 °C
2024-08-07 20:50:01,88 °C
2024-08-07 20:50:08,88 °C
2024-08-07 20:50:10,88 °C
2024-08-07 20:50:15,88 °C
2024-08-07 20:50:16,88 °C
2024-08-07 20:50:18,88 °C
2024-08-07 20:50:21,88 °C
2024-08-07 20:50:22,88 °C
2024-08-07 20:50:24,88 °C
2024-08-07 20:50:25,88 °C
2024-08-07 20:50:26,88 °C
2024-08-07 20:50:27,88 °C
2024-08-07 20:50:29,88 °C
2024-08-07 20:50:31,88 °C
2024-08-07 20:50:34,88 °C
2024-08-07 20:50:37,88 °C
2024-08-07 20:50:39,88 °C
2024-08-07 20:50:41,88 °C
2024-08-07 20:50:42,88 °C
2024-08-07 21:10:54,87 °C
2024-08-07 21:10:55,88 °C
2024-08-07 21:10:58,88 °C
2024-08-07 21:11:04,87 °C
2024-08-07 21:11:05,88 °C
2024-08-07 21:11:10,87 °C
2024-08-07 21:11:12,88 °C
2024-08-07 21:11:14,87 °C
2024-08-07 21:11:18,88 °C
2024-08-07 21:11:20,87 °C
2024-08-07 21:11:25,88 °C
2024-08-07 21:11:26,87 °C
2024-08-07 21:11:31,88 °C
2024-08-07 21:11:33,87 °C
2024-08-07 21:11:38,88 °C
2024-08-07 21:11:39,87 °C
2024-08-07 21:30:17,86 °C
2024-08-07 21:30:18,87 °C
2024-08-07 21:30:20,86 °C
2024-08-07 21:30:21,87 °C
2024-08-07 21:30:24,86 °C
2024-08-07 21:30:26,87 °C
2024-08-07 21:30:27,86 °C
2024-08-07 21:30:28,87 °C
2024-08-07 21:30:29,86 °C
2024-08-07 21:30:31,87 °C
2024-08-07 21:30:32,86 °C
2024-08-07 21:30:33,87 °C
2024-08-07 21:30:34,86 °C
2024-08-07 21:30:36,87 °C
2024-08-07 21:30:38,86 °C
2024-08-07 21:30:39,87 °C
2024-08-07 21:30:41,86 °C
2024-08-07 21:30:44,86 °C
2024-08-07 21:30:53,87 °C
2024-08-07 21:30:54,86 °C
2024-08-07 21:31:12,87 °C
2024-08-07 21:31:13,86 °C
2024-08-07 21:31:18,87 °C
2024-08-07 21:31:19,86 °C
2024-08-07 21:48:39,85 °C
2024-08-07 21:48:43,86 °C
2024-08-07 21:48:44,85 °C
2024-08-07 21:48:46,86 °C
2024-08-07 21:48:48,85 °C
2024-08-07 21:48:51,86 °C
2024-08-07 21:48:52,85 °C
2024-08-07 21:48:53,86 °C
2024-08-07 21:48:54,85 °C
2024-08-07 21:48:57,86 °C
2024-08-07 21:48:58,85 °C
2024-08-07 21:49:05,86 °C
2024-08-07 21:49:06,85 °C
2024-08-07 21:49:45,85 °C
2024-08-07 21:49:46,85 °C
2024-08-07 21:50:08,85 °C
2024-08-07 21:50:09,85 °C
2024-08-07 21:50:14,85 °C
2024-08-07 21:50:15,85 °C
2024-08-07 21:50:34,85 °C
2024-08-07 21:50:36,85 °C
2024-08-07 21:50:37,85 °C
2024-08-07 21:50:38,85 °C
2024-08-07 21:51:04,85 °C
2024-08-07 22:06:16,84 °C
2024-08-07 22:06:19,85 °C
2024-08-07 22:06:22,84 °C
2024-08-07 22:06:41,85 °C
2024-08-07 22:06:42,84 °C
2024-08-07 22:11:02,84 °C
2024-08-07 22:11:04,84 °C
2024-08-07 22:11:06,84 °C
2024-08-07 22:11:07,84 °C
2024-08-07 22:11:17,84 °C
2024-08-07 22:11:18,84 °C
2024-08-07 22:11:20,84 °C
2024-08-07 22:11:21,84 °C
2024-08-07 22:11:35,84 °C
2024-08-07 22:22:20,83 °C
2024-08-07 22:22:21,84 °C
2024-08-07 22:22:36,83 °C
2024-08-07 22:22:37,84 °C
2024-08-07 22:22:38,83 °C
2024-08-07 22:22:40,84 °C
2024-08-07 22:22:42,83 °C
2024-08-07 22:22:44,84 °C
2024-08-07 22:22:52,83 °C
2024-08-07 22:22:58,84 °C
2024-08-07 22:23:00,83 °C
2024-08-07 22:23:05,84 °C
2024-08-07 22:23:06,83 °C
2024-08-07 22:23:24,84 °C
2024-08-07 22:23:25,83 °C
